MIN=0	-3	-10	0	
MAX=160	3	10	25	
SCALE=50	1	5	10	
DEC=2	3	2	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	0,165	5,495	NAN	
0,02	0,2175	5,49	NAN	
0,04	0,2235	5,495	NAN	
0,06	0,1335	5,495	NAN	
0,08	0,2325	5,495	NAN	
0,1	0,114	5,505	NAN	
0,12	0,159	5,495	NAN	
0,14	0,201	5,51	NAN	
0,16	0,1845	5,5	NAN	
0,18	0,12	5,505	NAN	
0,2	0,165	5,51	NAN	
0,22	0,171	5,505	NAN	
0,24	0,147	5,515	NAN	
0,26	0,192	5,505	NAN	
0,28	0,156	5,51	NAN	
0,3	0,1125	5,51	NAN	
0,32	0,1275	5,51	NAN	
0,34	0,117	5,52	NAN	
0,36	0,132	5,51	NAN	
0,38	0,1845	5,515	NAN	
0,4	0,1605	5,53	NAN	
0,42	0,165	5,525	NAN	
0,44	0,189	5,535	NAN	
0,46	0,1485	5,52	NAN	
0,48	0,1875	5,525	NAN	
0,5	0,1575	5,53	NAN	
0,52	0,159	5,525	NAN	
0,54	0,186	5,535	NAN	
0,56	0,129	5,525	NAN	
0,58	0,105	5,535	NAN	
0,6	0,084	5,535	NAN	
0,62	0,207	5,535	NAN	
0,64	0,1155	5,54	NAN	
0,66	0,2025	5,535	NAN	
0,68	0,1005	5,545	NAN	
0,7	0,171	5,54	NAN	
0,72	0,1365	5,54	NAN	
0,74	0,1035	5,545	NAN	
0,76	0,1485	5,54	NAN	
0,78	0,2115	5,55	NAN	
0,8	0,159	5,545	NAN	
0,82	0,141	5,55	NAN	
0,84	0,1005	5,555	NAN	
0,86	0,084	5,55	NAN	
0,88	0,138	5,55	NAN	
0,9	0,189	5,555	NAN	
0,92	0,138	5,555	NAN	
0,94	0,1185	5,56	NAN	
0,96	0,1875	5,555	NAN	
0,98	0,1455	5,565	NAN	
1	0,132	5,555	NAN	
1,02	0,129	5,565	NAN	
1,04	0,1935	5,565	NAN	
1,06	0,1695	5,565	NAN	
1,08	0,1095	5,57	NAN	
1,1	0,141	5,565	NAN	
1,12	0,18	5,57	NAN	
1,14	0,1125	5,57	NAN	
1,16	0,117	5,575	NAN	
1,18	0,1995	5,58	NAN	
1,2	0,1485	5,57	NAN	
1,22	0,135	5,58	NAN	
1,24	0,1425	5,575	NAN	
1,26	0,114	5,58	NAN	
1,28	0,1905	5,585	NAN	
1,3	0,0135	5,58	NAN	
1,32	0,1275	5,59	NAN	
1,34	0,1125	5,58	NAN	
1,36	0,177	5,585	NAN	
1,38	0,1965	5,59	NAN	
1,4	0,183	5,585	NAN	
1,42	0,0885	5,59	NAN	
1,44	0,1905	5,585	NAN	
1,46	0,1515	5,59	NAN	
1,48	0,147	5,595	NAN	
1,5	0,168	5,595	NAN	
1,52	0,1815	5,6	NAN	
1,54	0,2055	5,59	NAN	
1,56	0,1035	5,6	NAN	
1,58	0,0975	5,595	NAN	
1,6	0,0825	5,6	NAN	
1,62	0,0885	5,6	NAN	
1,64	0,114	5,6	NAN	
1,66	0,1035	5,605	NAN	
1,68	0,195	5,605	NAN	
1,7	0,177	5,605	NAN	
1,72	0,087	5,61	NAN	
1,74	0,153	5,605	NAN	
1,76	0,0795	5,615	NAN	
1,78	0,1485	5,61	NAN	
1,8	0,1395	5,615	NAN	
1,82	0,144	5,615	NAN	
1,84	0,1785	5,61	NAN	
1,86	0,1425	5,62	NAN	
1,88	0,1935	5,615	NAN	
1,9	0,1395	5,62	NAN	
1,92	0,1725	5,62	NAN	
1,94	0,1545	5,615	NAN	
1,96	0,174	5,625	NAN	
1,98	0,1395	5,625	NAN	
2	0,1365	5,625	NAN	
2,02	0,1725	5,625	NAN	
2,04	0,153	5,625	NAN	
2,06	0,1275	5,625	NAN	
2,08	0,1575	5,625	NAN	
2,1	0,1725	5,63	NAN	
2,12	0,2025	5,63	NAN	
2,14	0,2115	5,63	NAN	
2,16	0,1635	5,64	NAN	
2,18	0,195	5,63	NAN	
2,2	0,186	5,635	NAN	
2,22	0,168	5,635	NAN	
2,24	0,1965	5,63	NAN	
2,26	0,183	5,64	NAN	
2,28	0,1965	5,63	NAN	
2,3	0,186	5,645	NAN	
2,32	0,1695	5,64	NAN	
2,34	0,1515	5,64	NAN	
2,36	0,2145	5,645	NAN	
2,38	0,174	5,635	NAN	
2,4	0,1305	5,645	NAN	
2,42	0,252	5,64	NAN	
2,44	0,177	5,645	NAN	
2,46	0,1965	5,65	NAN	
2,48	0,15	5,645	NAN	
2,5	0,1965	5,655	NAN	
2,52	0,165	5,65	NAN	
2,54	0,237	5,65	NAN	
2,56	0,159	5,655	NAN	
