MIN=0	-3	-10	0	
MAX=160	3	10	25	
SCALE=50	1	5	10	
DEC=2	3	2	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	0,12	5,575	NAN	
0,02	0,1785	5,58	NAN	
0,04	0,141	5,58	NAN	
0,06	-0,003	5,58	NAN	
0,08	0,1005	5,585	NAN	
0,1	0,1935	5,58	NAN	
0,12	-0,003	5,59	NAN	
0,14	0,0525	5,585	NAN	
0,16	0,069	5,59	NAN	
0,18	0,1275	5,585	NAN	
0,2	0,0855	5,595	NAN	
0,22	0,1755	5,595	NAN	
0,24	0,2355	5,6	NAN	
0,26	0,093	5,6	NAN	
0,28	0,108	5,605	NAN	
0,3	0,1635	5,6	NAN	
0,32	0,141	5,605	NAN	
0,34	-0,0225	5,61	NAN	
0,36	0,1185	5,61	NAN	
0,38	0,1485	5,61	NAN	
0,4	0,1635	5,615	NAN	
0,42	0,0855	5,61	NAN	
0,44	0,231	5,62	NAN	
0,46	0,255	5,615	NAN	
0,48	0,192	5,62	NAN	
0,5	0,213	5,615	NAN	
0,52	0,045	5,625	NAN	
0,54	0,048	5,615	NAN	
0,56	0,174	5,63	NAN	
0,58	0,1125	5,62	NAN	
0,6	0,162	5,63	NAN	
0,62	0,138	5,625	NAN	
0,64	0,102	5,635	NAN	
0,66	0,093	5,63	NAN	
0,68	0,1455	5,635	NAN	
0,7	0,12	5,635	NAN	
0,72	0,1545	5,64	NAN	
0,74	0,2805	5,635	NAN	
0,76	0,1065	5,64	NAN	
0,78	0,0465	5,635	NAN	
0,8	0,318	5,64	NAN	
0,82	0,177	5,64	NAN	
0,84	0,081	5,645	NAN	
0,86	-0,03	5,645	NAN	
0,88	0,039	5,65	NAN	
0,9	0,1515	5,645	NAN	
0,92	0,0825	5,655	NAN	
0,94	-0,0015	5,64	NAN	
0,96	0,1455	5,655	NAN	
0,98	0,0915	5,65	NAN	
1	0,186	5,655	NAN	
1,02	0,2085	5,655	NAN	
1,04	0,2055	5,66	NAN	
1,06	0,162	5,655	NAN	
1,08	0,117	5,66	NAN	
1,1	0,06	5,655	NAN	
1,12	0,099	5,665	NAN	
1,14	0,1845	5,66	NAN	
1,16	0,1425	5,66	NAN	
1,18	0,2775	5,66	NAN	
1,2	0,1665	5,665	NAN	
1,22	0,1725	5,66	NAN	
1,24	0,2385	5,665	NAN	
1,26	0,1815	5,665	NAN	
1,28	0,153	5,67	NAN	
1,3	0,15	5,665	NAN	
1,32	0,201	5,67	NAN	
1,34	0,12	5,67	NAN	
1,36	0,1485	5,67	NAN	
1,38	-0,105	5,67	NAN	
1,4	0,09	5,675	NAN	
1,42	0,117	5,67	NAN	
1,44	-0,0165	5,675	NAN	
1,46	0,0645	5,67	NAN	
1,48	0,057	5,675	NAN	
1,5	0,1515	5,67	NAN	
1,52	0,111	5,68	NAN	
1,54	0,0645	5,68	NAN	
1,56	0,1065	5,68	NAN	
1,58	0,1395	5,68	NAN	
1,6	0,054	5,68	NAN	
1,62	0,1245	5,685	NAN	
1,64	0,0765	5,675	NAN	
1,66	0,0675	5,685	NAN	
1,68	0,147	5,68	NAN	
1,7	0,138	5,685	NAN	
1,72	0,1815	5,68	NAN	
1,74	0,123	5,685	NAN	
1,76	0,111	5,68	NAN	
1,78	0,252	5,685	NAN	
1,8	0,174	5,68	NAN	
1,82	0,1515	5,69	NAN	
1,84	0,0495	5,675	NAN	
1,86	0,0045	5,685	NAN	
1,88	0,051	5,68	NAN	
1,9	-0,0045	5,685	NAN	
1,92	0,219	5,68	NAN	
1,94	0,1335	5,69	NAN	
1,96	0,2835	5,68	NAN	
1,98	0,2265	5,69	NAN	
2	0,066	5,68	NAN	
2,02	0,084	5,69	NAN	
2,04	-0,024	5,685	NAN	
2,06	0,141	5,69	NAN	
2,08	0,012	5,69	NAN	
2,1	0,186	5,69	NAN	
2,12	0,1965	5,695	NAN	
2,14	0,1035	5,69	NAN	
2,16	0,018	5,69	NAN	
2,18	0,0885	5,69	NAN	
2,2	0,1755	5,69	NAN	
2,22	0,132	5,695	NAN	
2,24	0,144	5,69	NAN	
2,26	0,138	5,695	NAN	
2,28	0,141	5,69	NAN	
2,3	0,2145	5,695	NAN	
2,32	0,0075	5,69	NAN	
2,34	0,138	5,695	NAN	
2,36	0,1695	5,69	NAN	
2,38	0,069	5,69	NAN	
2,4	0,225	5,695	NAN	
2,42	0,081	5,69	NAN	
2,44	0,1785	5,695	NAN	
2,46	0,1605	5,695	NAN	
2,48	0,0915	5,695	NAN	
2,5	0,264	5,695	NAN	
2,52	0,183	5,695	NAN	
2,54	0,1635	5,69	NAN	
2,56	0,0975	5,695	NAN	
