MIN=0	-3	-10	0	
MAX=160	3	10	25	
SCALE=50	1	5	10	
DEC=2	3	2	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	-0,882	3,565	NAN	
0,02	-0,846	3,55	NAN	
0,04	-0,9495	3,545	NAN	
0,06	-0,984	3,53	NAN	
0,08	-0,9225	3,53	NAN	
0,1	-1,056	3,52	NAN	
0,12	-0,96	3,515	NAN	
0,14	-0,771	3,51	NAN	
0,16	-0,7125	3,5	NAN	
0,18	-0,708	3,485	NAN	
0,2	-0,795	3,485	NAN	
0,22	-0,894	3,47	NAN	
0,24	-0,831	3,47	NAN	
0,26	-0,864	3,46	NAN	
0,28	-0,777	3,455	NAN	
0,3	-0,786	3,44	NAN	
0,32	-0,7815	3,435	NAN	
0,34	-0,7665	3,425	NAN	
0,36	-0,621	3,42	NAN	
0,38	-0,8235	3,42	NAN	
0,4	-0,6615	3,4	NAN	
0,42	-0,5325	3,4	NAN	
0,44	-0,624	3,385	NAN	
0,46	-0,4245	3,385	NAN	
0,48	-0,5415	3,37	NAN	
0,5	-0,5625	3,365	NAN	
0,52	-0,3735	3,36	NAN	
0,54	-0,3885	3,355	NAN	
0,56	-0,3795	3,34	NAN	
0,58	-0,4395	3,335	NAN	
0,6	-0,5265	3,32	NAN	
0,62	-0,504	3,32	NAN	
0,64	-0,4155	3,305	NAN	
0,66	-0,528	3,305	NAN	
0,68	-0,6255	3,29	NAN	
0,7	-0,4455	3,29	NAN	
0,72	-0,588	3,27	NAN	
0,74	-0,4215	3,275	NAN	
0,76	-0,5085	3,255	NAN	
0,78	-0,5895	3,255	NAN	
0,8	-0,3525	3,24	NAN	
0,82	-0,375	3,24	NAN	
0,84	-0,342	3,225	NAN	
0,86	-0,2055	3,225	NAN	
0,88	-0,2745	3,21	NAN	
0,9	-0,315	3,21	NAN	
0,92	-0,237	3,195	NAN	
0,94	-0,2475	3,19	NAN	
0,96	-0,1935	3,18	NAN	
0,98	-0,2055	3,17	NAN	
1	-0,201	3,165	NAN	
1,02	-0,222	3,16	NAN	
1,04	-0,1755	3,145	NAN	
1,06	-0,3585	3,14	NAN	
1,08	-0,108	3,125	NAN	
1,1	-0,2025	3,125	NAN	
1,12	-0,291	3,11	NAN	
1,14	-0,3135	3,105	NAN	
1,16	-0,315	3,09	NAN	
1,18	-0,4335	3,085	NAN	
1,2	-0,2445	3,075	NAN	
1,22	-0,417	3,07	NAN	
1,24	-0,2475	3,06	NAN	
1,26	-0,1485	3,055	NAN	
1,28	-0,0915	3,04	NAN	
1,3	-0,123	3,035	NAN	
1,32	-0,033	3,025	NAN	
1,34	-0,1065	3,01	NAN	
1,36	-0,129	3,005	NAN	
1,38	-0,039	3	NAN	
1,4	-0,093	2,99	NAN	
1,42	-0,0465	2,98	NAN	
1,44	0,0585	2,975	NAN	
1,46	-0,069	2,96	NAN	
1,48	-0,21	2,96	NAN	
1,5	-0,2565	2,94	NAN	
1,52	-0,06	2,935	NAN	
1,54	0,0135	2,925	NAN	
1,56	-0,09	2,915	NAN	
1,58	-0,03	2,9	NAN	
1,6	-0,144	2,905	NAN	
1,62	-0,213	2,885	NAN	
1,64	-0,156	2,88	NAN	
1,66	-0,294	2,87	NAN	
1,68	-0,1965	2,86	NAN	
1,7	-0,081	2,845	NAN	
1,72	0,108	2,845	NAN	
1,74	0,0285	2,825	NAN	
1,76	0,045	2,825	NAN	
1,78	-0,0735	2,81	NAN	
1,8	0,06	2,81	NAN	
1,82	0,1335	2,795	NAN	
1,84	0,069	2,79	NAN	
1,86	0,063	2,775	NAN	
1,88	0,0315	2,765	NAN	
1,9	-0,0375	2,75	NAN	
1,92	-0,1155	2,75	NAN	
1,94	-0,0585	2,74	NAN	
1,96	-0,075	2,73	NAN	
1,98	-0,036	2,725	NAN	
2	-0,048	2,715	NAN	
2,02	-0,0315	2,705	NAN	
2,04	-0,0045	2,695	NAN	
2,06	-0,129	2,69	NAN	
2,08	-0,1215	2,675	NAN	
2,1	-0,0825	2,67	NAN	
2,12	0,0945	2,66	NAN	
2,14	0,009	2,65	NAN	
2,16	0,087	2,64	NAN	
2,18	0,1035	2,635	NAN	
2,2	0,0255	2,62	NAN	
2,22	0,0735	2,615	NAN	
2,24	0,123	2,605	NAN	
2,26	0,1365	2,595	NAN	
2,28	0,159	2,585	NAN	
2,3	0,126	2,585	NAN	
2,32	0,0945	2,565	NAN	
2,34	-0,012	2,565	NAN	
2,36	-0,0795	2,545	NAN	
2,38	-0,0495	2,545	NAN	
2,4	0,1395	2,53	NAN	
2,42	-0,0615	2,53	NAN	
2,44	0,0525	2,51	NAN	
2,46	-0,009	2,51	NAN	
