MIN=0	-3	-10	0	
MAX=160	3	10	25	
SCALE=50	1	5	10	
DEC=2	3	2	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"Frequenz" f / Hz	
0	0,132	3,305	NAN	
0,02	0,108	3,295	NAN	
0,04	-0,042	3,3	NAN	
0,06	-0,06	3,285	NAN	
0,08	0,003	3,285	NAN	
0,1	0,24	3,285	NAN	
0,12	0,2235	3,27	NAN	
0,14	0,1995	3,275	NAN	
0,16	0,1725	3,26	NAN	
0,18	0,18	3,265	NAN	
0,2	0,1755	3,26	NAN	
0,22	0,195	3,25	NAN	
0,24	0,252	3,25	NAN	
0,26	0,2805	3,25	NAN	
0,28	0,1665	3,24	NAN	
0,3	0,1635	3,24	NAN	
0,32	0,1395	3,23	NAN	
0,34	0,0435	3,23	NAN	
0,36	-0,027	3,22	NAN	
0,38	-0,021	3,22	NAN	
0,4	0,0135	3,215	NAN	
0,42	0,015	3,205	NAN	
0,44	0,0735	3,21	NAN	
0,46	0,0105	3,2	NAN	
0,48	-0,0015	3,2	NAN	
0,5	-0,0255	3,195	NAN	
0,52	0,1575	3,185	NAN	
0,54	0,141	3,185	NAN	
0,56	0,1725	3,18	NAN	
0,58	0,162	3,175	NAN	
0,6	0,1845	3,175	NAN	
0,62	0,156	3,165	NAN	
0,64	0,123	3,165	NAN	
0,66	0,2505	3,16	NAN	
0,68	0,1455	3,15	NAN	
0,7	0,2565	3,155	NAN	
0,72	0,1875	3,145	NAN	
0,74	-0,081	3,145	NAN	
0,76	0,078	3,135	NAN	
0,78	-0,0225	3,135	NAN	
0,8	-0,0015	3,135	NAN	
0,82	0,06	3,12	NAN	
0,84	-0,012	3,125	NAN	
0,86	-0,1035	3,115	NAN	
0,88	-0,1095	3,11	NAN	
0,9	0,0135	3,11	NAN	
0,92	0,054	3,1	NAN	
0,94	0,012	3,1	NAN	
0,96	0,1365	3,09	NAN	
0,98	0,0195	3,09	NAN	
1	0,1455	3,09	NAN	
1,02	0,1125	3,075	NAN	
1,04	0,1725	3,08	NAN	
1,06	0,057	3,07	NAN	
1,08	0,1305	3,065	NAN	
1,1	0,123	3,07	NAN	
1,12	0,1395	3,06	NAN	
1,14	0,0765	3,06	NAN	
1,16	-0,1545	3,05	NAN	
1,18	-0,099	3,045	NAN	
1,2	-0,0255	3,045	NAN	
1,22	-0,1245	3,035	NAN	
1,24	-0,156	3,035	NAN	
1,26	-0,129	3,02	NAN	
1,28	-0,0015	3,025	NAN	
1,3	-0,105	3,025	NAN	
1,32	-0,0225	3,01	NAN	
1,34	-0,036	3,015	NAN	
1,36	-0,045	3,005	NAN	
1,38	0,075	3	NAN	
1,4	0,057	3	NAN	
1,42	0,0495	2,99	NAN	
1,44	0,129	2,99	NAN	
1,46	0,1125	2,985	NAN	
1,48	0,072	2,975	NAN	
1,5	0,0435	2,98	NAN	
1,52	0,1455	2,97	NAN	
1,54	0,111	2,97	NAN	
1,56	0,03	2,96	NAN	
1,58	-0,0225	2,965	NAN	
1,6	-0,1305	2,96	NAN	
1,62	-0,123	2,945	NAN	
1,64	-0,105	2,95	NAN	
1,66	-0,123	2,945	NAN	
1,68	-0,0555	2,94	NAN	
1,7	-0,216	2,935	NAN	
1,72	-0,1935	2,925	NAN	
1,74	-0,153	2,93	NAN	
1,76	-0,1095	2,92	NAN	
1,78	-0,1485	2,91	NAN	
1,8	-0,021	2,915	NAN	
1,82	0,033	2,905	NAN	
1,84	-0,027	2,91	NAN	
1,86	-0,051	2,9	NAN	
1,88	-0,0135	2,895	NAN	
1,9	0,0765	2,895	NAN	
1,92	0,1185	2,885	NAN	
1,94	-0,0375	2,89	NAN	
1,96	-0,099	2,885	NAN	
1,98	0,108	2,875	NAN	
2	0,0315	2,875	NAN	
2,02	-0,225	2,865	NAN	
2,04	-0,2055	2,865	NAN	
2,06	-0,186	2,865	NAN	
2,08	-0,147	2,855	NAN	
2,1	-0,177	2,855	NAN	
2,12	-0,2715	2,845	NAN	
2,14	-0,2805	2,845	NAN	
2,16	-0,18	2,845	NAN	
2,18	-0,2295	2,835	NAN	
2,2	-0,252	2,84	NAN	
2,22	-0,039	2,825	NAN	
2,24	-0,108	2,83	NAN	
2,26	-0,1395	2,82	NAN	
2,28	-0,0075	2,815	NAN	
2,3	-0,084	2,815	NAN	
2,32	-0,132	2,805	NAN	
2,34	-0,078	2,805	NAN	
2,36	-0,1035	2,8	NAN	
2,38	-0,054	2,795	NAN	
2,4	-0,0285	2,795	NAN	
2,42	-0,183	2,785	NAN	
2,44	-0,195	2,785	NAN	
2,46	-0,1785	2,78	NAN	
2,48	-0,294	2,77	NAN	
2,5	-0,192	2,775	NAN	
